date,away,home,period,time,challenging,challenge_type,result,link
12/11/19,LAL,ORL,1st,8:07,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_ORL_Orlando_Defensive_Foul_Challenge_121119
12/11/19,BOS,IND,4th,4:50,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_IND_Indiana_Defensive_Foul_Challenge_121119
12/11/19,ATL,CHI,4th,11:43,ATL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_CHI_Atlanta_Defensive_Foul_Challenge_121119
12/11/19,UTA,MIN,4th,:48,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_MIN_Minnesota_Defensive_Foul_Challenge_121119
12/11/19,OKC,SAC,4th,11:05,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_SAC_Sacramento_Defensive_Foul_Challenge_121119
12/11/19,NYK,GSW,4th,:12.1,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_GSW_New_York_Defensive_Foul_Challenge_121119
12/11/19,NYK,GSW,OT1,3:21,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_GSW_Golden_State_Defensive_Foul_Challenge_121119
12/10/19,WAS,CHA,1st,7:30,CHA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_CHA_Charlotte_Defensive_Foul_Challenge_121019
12/10/19,WAS,CHA,4th,8:07,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_CHA_Washington_Defensive_Foul_Challenge_121019
12/9/19,DET,NOP,3rd,3:42,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_NOP_Detroit_Offensive_Foul_Challenge_120919
12/9/19,ORL,MIL,4th,:50.2,MIL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_MIL_Milwaulkee_Defensive_Foul_Challenge_120919
12/9/19,SAC,HOU,3rd,:44.1,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_HOU_Houston_Offensive_Foul_Challenge_120919
12/9/19,SAC,HOU,3rd,:32,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_HOU_Sacramento_Defensive_Foul_Challenge_120919
12/9/19,OKC,UTA,3rd,6:29,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_UTA_Utah_Offensive_Foul_Challenge_120919
12/9/19,OKC,UTA,3rd,:08.5,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_UTA_Oklahoma_City_Defensive_Foul_Challenge_120919
12/9/19,MIN,PHX,1st,6:21,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_PHX_Minnesota_Defensive_Foul_Challenge_120919
12/8/19,ATL,CHA,4th,6:44,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_CHA_Atlanta_Defensive_Foul_Challenge_120819
12/8/19,TOR,PHI,4th,:23,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_PHI_Toronto_Defensive_Foul_Challenge_120819
12/8/19,SAC,DAL,4th,8:49,DAL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_DAL_Dallas_OB_Challenge_120819
12/6/19,ORL,CLE,4th,3:52,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_CLE_Orlando_Defensive_Foul_Challenge_120619
12/6/19,DEN,BOS,3rd,7:21,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_BOS_Boston_Defensive_Foul_Challenge_120619
12/6/19,OKC,MIN,4th,5:36,OKC,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_OKC_Oklahoma_City_Out_of_Bounds_Challenge_120619
12/6/19,SAC,SAS,4th,37.6,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_SAS_Sacramento_Offensive_Foul_Challenge_120619
12/6/19,SAC,SAS,4th,15.1,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_SAS_San_Antonio_Defensive_Foul_Challenge_120619
12/6/19,LAL,POR,2nd,6:49,POR,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_POR_Portland_Out_of_Bounds_Challenge_120619
12/5/19,PHI,WAS,4th,4:06,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_WAS_Washington_Defensive_Foul_Challenge_120519
12/5/19,HOU,TOR,4th,1:14,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_TOR_Houston_Defensive_Foul_Challenge_120519
12/4/19,MIL,DET,3rd,1:59,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_DET_Detroit_Defensive_Foul_Challenge_120419
12/4/19,PHX,ORL,3rd,3:07,PHX,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_ORL_Phoenix_Defenisve_Foul_Challenge_120419
12/4/19,BKN,ATL,4th,7:41,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_ATL_Brooklyn_Defensive_Foul_Challenge_120419
12/4/19,BKN,ATL,4th,7:29,ATL,GT,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_ATL_Atlanta_Goaltending_Challenge_120419
12/4/19,MIA,BOS,4th,3:14,MIA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_BOS_Miami_Offensive_Foul_Challenge_120419
12/4/19,LAL,UTA,2nd,8:08,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_UTA_Utah_Defensive_Foul_Challenge_120419
12/4/19,IND,OKC,3rd,:34,OKC,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_OKC_Oklahoma_City_Out_of_Bounds_Challenge_120419
12/3/19,DET,CLE,1st,8:32,CLE,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_CLE_Cleveland_OB_Challenge_120319
12/3/19,ORL,WAS,4th,3:22,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_WAS_Orlando_Defensive_Foul_Challenge_120319
12/3/19,DAL,NOP,3rd,28.5,NOP,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_NOP_New_Orleans_Defensive_Foul_Challenge_120319
12/3/19,MIA,TOR,4th,38.4,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_TOR_Toronto_Defensive_Foul_Challenge_120319
12/3/19,HOU,SAS,4th,:00.4,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_SAS_Houston_Offensive_Foul_Challenge_120319
12/3/19,LAL,DEN,3rd,1:14,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_DEN_Denver_Defensive_Foul_Challenge_120319
12/2/19,PHX,CHA,1st,7:30,PHX,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_CHA_Phoenix_Defensive_Foul_Challenge_120219
12/2/19,PHX,CHA,4th,10:41,CHA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_CHA_Charlotte_Offensive_Foul_Challenge_120219
12/2/19,UTA,PHI,2nd,5:44,PHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_PHI_Philadelphia_Defensive_Foul_Challenge_120219
12/2/19,GSW,ATL,1st,4:22,GSW,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_ATL_Golden_State_Defensive_Foul_Challenge_120219
12/2/19,NYK,MIL,3rd,7:35,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_MIL_New_York_Defensive_Foul_Challenge_120219
12/1/19,MIA,BKN,4th,:29,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_BKN_Brooklyn_Defensive_Foul_Challenge_120119
12/1/19,BOS,NYK,4th,1:09,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_NYK_Boston_Defensive_Foul_Challenge_120119
12/1/19,SAS,DET,2nd,8:20,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_DET_Detroit_Defensive_Foul_Challenge_120119
12/1/19,SAS,DET,2nd,5:12,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_DET_San_Antonio_Defensive_Foul_Challenge_120119
11/30/19,IND,PHI,4th,3:20,PHI,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_PHI_Philadelphia_Out_Of_Bounds_Challenge_113019
11/30/19,DEN,SAC,4th,34.8,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_SAC_Sacramento_Defensive_Foul_113019
11/29/19,BOS,BKN,3rd,8:56,BKN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_BKN_Brooklyn_Defensive_Foul_Challenge_112919
11/29/19,BOS,BKN,4th,5:42,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_BKN_Boston_Offensive_Foul_Challenge_112919
11/29/19,TOR,ORL,2nd,7:53,TOR,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_ORL_Toronto_Out_Of_Bounds_Challenge_112919
11/29/19,TOR,ORL,4th,3:33,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_ORL_Orlando_Offensive_Foul_Challenge_112919
11/29/19,PHI,NYK,1st,10:51,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_NYK_New_York_Defensive_Foul_Challenge_112919
11/29/19,GSW,MIA,3rd,47.2,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_MIA_Golden_State_Defensive_Foul_Challenge_112919
11/29/19,NOP,OKC,3rd,6:43,NOP,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_OKC_New_Orleans_Defensive_Foul_Challenge_112919
11/29/19,DAL,PHX,3rd,10:29,DAL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_PHX_Dallas_Out_Of_Bounds_Challenge_112919
11/29/19,CHI,POR,4th,9:34,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_POR_Chicago_Defensive_Foul_Challenge_112919
11/29/19,CHI,POR,4th,14:24,POR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_POR_Portland_Defensive_Foul_112919
11/29/19,WAS,LAL,4th,9:15,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_LAL_Washington_Defensive_Foul_Challenge_112919
11/27/19,BKN,BOS,4th,9:23,BKN,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_BOS_Brooklyn_Out_of_Bounds_Challenge_112719
11/27/19,BKN,BOS,4th,8:56,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_BOS_Boston_Defensive_Foul_Challenge_112719
11/27/19,DET,CHA,1st,7:56,CHA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_CHA_Charlotte_Defensive_Foul_Challenge_112719_v2
11/27/19,SAC,PHI,3rd,7:25,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_PHI_Sacramento_Defensive_Foul_Challenge_112719
11/27/19,SAC,PHI,4th,1:16,PHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_PHI_Phildaelphia_Defensive_Foul_Challenge_112719
11/27/19,UTA,IND,4th,6:43,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_IND_Indiana_Defensive_Foul_Challenge_112719
11/27/19,MIN,SAS,4th,8:08,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_SAS_San_Antonio_Defensive_Foul_Challenge_112719
11/27/19,WAS,PHX,2nd,5:44,WAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_PHX_Washington_Offensive_Foul_Challenge_112719
11/27/19,LAC,MEM,4th,7:01,MEM,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_MEM_Memphis_Out_of_Bounds_Challenge_112719
11/27/19,LAL,NOP,4th,1:22,LAL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_NOP_LA_Lakers_Defensive_Foul_Challenge_112719
11/25/19,ORL,DET,4th,6:05,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_DET_Detroit_Defensive_Foul_Challenge_112519
11/25/19,MIN,ATL,4th,11:25,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_ATL_Minnesota_Defensive_Foul_Challenge_112519
11/25/19,PHI,TOR,2nd,4:23,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_TOR_Toronto_Defensive_Foul_Challenge_112519
11/25/19,PHI,TOR,4th,4:39,PHI,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_TOR_Phildaelphia_Out_of_Bounds_Challenge_112519
11/25/19,SAC,BOS,3rd,9:25,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_BOS_Boston_Defensive_Foul_Challenge_112519
11/25/19,POR,CHI,1st,10:00,CHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_CHI_Chicago_Offensive_Foul_Challenge_112519
11/25/19,UTA,MIL,2nd,7:12,MIL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_MIL_Milwaukee_Offensive_Foul_Challenge_112519
11/24/19,DAL,HOU,3rd,10:04,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_HOU_Houston_Defensive_Foul_Challenge_112419
11/24/19,BKN,NYK,4th,4:54,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_NYK_New_York_Defensive_Foul_Challenge_112419
11/23/19,CHI,CHA,3rd,37.6,CHI,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_CHA_Chicago_Out_of_Bounds_Challenge_112319
11/23/19,SAS,NYK,4th,2:24,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_NYK_New_York_Defensive_Foul_Challenge_112319
11/23/19,NOP,UTA,4th,7:55,UTA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_UTA_Utah_Defensive_Foul_Challenge_112319_v2
11/22/19,LAL,OKC,2nd,4:26,LAL,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_OKC_LA_Lakers_OB_Challenge_112219
11/22/19,LAL,OKC,4th,9:32,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_OKC_Oklahoma_City_Defensive_Foul_Challenge_112219
11/22/19,MIA,CHI,4th,1:00,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_CHI_Chicago_Defensive_Foul_Challenge_112219
11/22/19,CLE,DAL,3rd,8:35,CLE,GT,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_DAL_Cleveland_Goaltending_Challenge_112219
11/22/19,GSW,UTA,4th,:04,UTA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_UTA_Utah_Defensive_Foul_Challenge_112219
11/20/19,CHA,BKN,4th,4:02,BKN,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_BKN_Brooklyn_Out_of_Bounds_Challenge_112019
11/20/19,GSW,DAL,2nd,1:58,GSW,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_DAL_Golden_State_Defensive_Foul_Challenge_112019
11/20/19,MIL,ATL,4th,1:01,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_ATL_Atlanta_Defensive_Foul_Challenge_112019
11/20/19,ORL,TOR,3rd,6:15,ORL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_TOR_Orlando_Out_of_Bounds_Challenge_112019
11/20/19,ORL,TOR,3rd,1:11,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_TOR_Toronto_Defensive_Foul_Challenge_112019
11/20/19,HOU,DEN,4th,7:29,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_DEN_Denver_Defensive_Foul_Challenge_112019
11/20/19,BOS,LAC,4th,2:39,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_LAC_Boston_Defensive_Foul_Challenge_112019
11/19/19,GSW,MEM,2nd,2:07,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_MEM_Golden_State_Defensive_Foul_Challenge_111919
11/19/19,PHX,SAC,3rd,8:32,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_SAC_Sacramento_Defensive_Foul_Challenge_111919
11/18/19,CLE,NYK,3rd,4:48,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_NYK_New_York_Defensive_Foul_Challenge_111819
11/18/19,CLE,NYK,3rd,0.3,CLE,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_NYK_Cleveland_Offensive_Foul_Challenge_111819_v2
11/18/19,CHA,TOR,3rd,:25,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_TOR_Toronto_Defensive_Foul_Challenge_111819
11/18/19,IND,BKN,3rd,3:10,IND,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_BKN_Indiana_Out_of_Bounds_Challenge_111819
11/18/19,POR,HOU,3rd,9:08,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_HOU_Houston_Defensive_Foul_Challenge_111819
11/18/19,BOS,PHX,2nd,4:39,PHX,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_PHX_Phoenix_Defensive_Foul_Challenge_111819
11/18/19,OKC,LAC,4th,7,LAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_LAC_LA_Clippers_Defensive_Foul_Challenge_111819
11/17/19,BOS,SAC,4th,:13,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_SAC_Boston_Defensive_Foul_Challenge_111719
11/17/19,WAS,ORL,4th,7:01,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_ORL_Washington_Defensive_Foul_Challenge_111719
11/16/19,POR,SAS,4th,0:37,SAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_SAS_San_Antonio_Offensive_Foul_Challenge_111619
11/15/19,BOS,GSW,3rd,8:24,GSW,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_GSW_Golden_State_Defensive_Foul_Challenge_111519
11/15/19,PHI,OKC,4th,4:37,OKC,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_OKC_Oklahoma_City_Out_Of_Bounds_Challenge_111519
11/15/19,WAS,MIN,1st,5:08,WAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_MIN_Washington_Defensive_Foul_Challenge_111519
